Customer ID,Name,Age,Age Group,Gender,Region,Product Category,Product ID,Purchase Date, Amount ,Amt_Bin,Total Amount 
9ab4e7a1-593d-4c83-b82e-8b762f99de0f,Bradley Jones,38,36-45,Other,West,Home & Kitchen,1d2d93f5-ea30-4f46-bf97-8631825b7d2c,2022-08-11, ₹ 208.24 ,201-300,
9ab4e7a1-593d-4c83-b82e-8b762f99de0f,Bradley Jones,38,36-45,Other,West,Toys,4a213855-1e69-4753-88e8-62b74b007a65,2021-03-25, ₹ 26.73 ,0-100,
9ab4e7a1-593d-4c83-b82e-8b762f99de0f,Bradley Jones,38,36-45,Other,West,Toys,72aded96-0c2c-4527-8d6c-2ed333ae31e2,2024-05-20, ₹ 57.23 ,0-100,
9ab4e7a1-593d-4c83-b82e-8b762f99de0f,Bradley Jones,38,36-45,Other,West,Fashion,3dc2cbed-135a-44c7-9a28-c383512c2b31,2023-02-10, ₹ 136.49 ,101-200,
33ff3856-6d05-46a3-8e11-605812da3344,Rebecca Norman,66,66-69,Other,West,Fashion,c55bbb3d-9cd5-4362-a9cd-26beb27fab1d,2020-02-26, ₹ 370.32 ,301-400,
33ff3856-6d05-46a3-8e11-605812da3344,Rebecca Norman,66,66-69,Other,West,Electronics,d11980be-3ea0-4cab-973d-68b2978453de,2024-04-25, ₹ 128.76 ,101-200,
33ff3856-6d05-46a3-8e11-605812da3344,Rebecca Norman,66,66-69,Other,West,Books,d2657579-a5df-4b37-9e6c-22c157ea4ceb,2024-08-16, ₹ 155.78 ,101-200,
33ff3856-6d05-46a3-8e11-605812da3344,Rebecca Norman,66,66-69,Other,West,Home & Kitchen,f7c46e69-2a0f-4b7a-954e-71ea5406fa6e,2021-12-08, ₹ 269.39 ,201-300,
33ff3856-6d05-46a3-8e11-605812da3344,Rebecca Norman,66,66-69,Other,West,Toys,d36649e2-a8ec-4ff5-91fc-692e94df8b2d,2021-01-11, ₹ 55.54 ,0-100,
33ff3856-6d05-46a3-8e11-605812da3344,Rebecca Norman,66,66-69,Other,West,Books,abc94d89-b4f2-4ab6-a66c-a1ed4c3a4332,2022-07-29, ₹ 437.44 ,401-500,
33ff3856-6d05-46a3-8e11-605812da3344,Rebecca Norman,66,66-69,Other,West,Home & Kitchen,0d7abb9d-7628-42c6-85f4-57b64fe3ea11,2021-09-16, ₹ 155.38 ,101-200,
2cdc4a00-5977-4cdd-8f78-a43adec44877,Jason West,69,66-69,Male,West,Electronics,7bcd7d89-9588-4ed2-af15-aa25eb200dbd,2021-04-07, ₹ 19.55 ,0-100,
2cdc4a00-5977-4cdd-8f78-a43adec44877,Jason West,69,66-69,Male,West,Books,e6edabe4-91e2-4c46-9c07-9e2b834f3ba7,2024-04-15, ₹ 337.85 ,301-400,
2cdc4a00-5977-4cdd-8f78-a43adec44877,Jason West,69,66-69,Male,West,Toys,3b842be9-b48b-45fe-8951-173514f15200,2023-05-29, ₹ 370.90 ,301-400,
2cdc4a00-5977-4cdd-8f78-a43adec44877,Jason West,69,66-69,Male,West,Fashion,d46cfab4-1ab3-4cb9-be73-c1d5224162fb,2024-01-08, ₹ 387.02 ,301-400,
96000f4a-6b9d-478c-b032-4e3b6795941c,Patrick Murray,67,66-69,Male,South,Books,9af1aeec-710d-4087-9787-a063ac329342,2023-06-09, ₹ 184.51 ,101-200,
96000f4a-6b9d-478c-b032-4e3b6795941c,Patrick Murray,67,66-69,Male,South,Home & Kitchen,aa0aa0e3-9d92-4697-aaa6-e2f8df2edf73,2022-03-05, ₹ 25.04 ,0-100,
96000f4a-6b9d-478c-b032-4e3b6795941c,Patrick Murray,67,66-69,Male,South,Books,385e9887-79bd-4559-bc21-702895b78beb,2022-11-10, ₹ 264.68 ,201-300,
96000f4a-6b9d-478c-b032-4e3b6795941c,Patrick Murray,67,66-69,Male,South,Books,59fd6cf1-e981-4a51-8890-b87bbff5bce5,2022-04-17, ₹ 349.73 ,301-400,
96000f4a-6b9d-478c-b032-4e3b6795941c,Patrick Murray,67,66-69,Male,South,Electronics,0a386d9e-3fed-4d4b-a9c4-46e5b65d4966,2024-09-18, ₹ 455.82 ,401-500,
96000f4a-6b9d-478c-b032-4e3b6795941c,Patrick Murray,67,66-69,Male,South,Home & Kitchen,06942cb5-ca2c-4ce5-8418-8b8301b3ab04,2024-06-13, ₹ 123.87 ,101-200,
96000f4a-6b9d-478c-b032-4e3b6795941c,Patrick Murray,67,66-69,Male,South,Fashion,b4a3a77b-5b85-4776-9f9a-43830f843bc7,2021-10-29, ₹ 422.30 ,401-500,
ce054831-8d25-4b2f-9a22-8a5235ac2909,Gabriel Bell,70,70,Other,East,Fashion,94b895ca-4aa5-41ed-8a74-781de4647b1f,2024-11-24, ₹ 425.03 ,401-500,
ce054831-8d25-4b2f-9a22-8a5235ac2909,Gabriel Bell,70,70,Other,East,Electronics,ee13cf9d-fe0e-4031-be42-12c178515c3d,2024-01-18, ₹ 76.19 ,0-100,
ce054831-8d25-4b2f-9a22-8a5235ac2909,Gabriel Bell,70,70,Other,East,Electronics,b6f8db02-fff1-4591-9a0d-e7ab0ed977c7,2022-12-29, ₹ 130.76 ,101-200,
ce054831-8d25-4b2f-9a22-8a5235ac2909,Gabriel Bell,70,70,Other,East,Home & Kitchen,1f29ed92-314e-428e-b371-cf4a407c5cc5,2021-11-01, ₹ 270.59 ,201-300,
ce054831-8d25-4b2f-9a22-8a5235ac2909,Gabriel Bell,70,70,Other,East,Toys,86263f15-e86b-4763-901d-ea595e9d5e32,2022-11-09, ₹ 443.04 ,401-500,
ce054831-8d25-4b2f-9a22-8a5235ac2909,Gabriel Bell,70,70,Other,East,Fashion,54bb71e7-f48b-458e-b87a-2df97f9b5eb4,2021-11-14, ₹ 456.00 ,401-500,
ce054831-8d25-4b2f-9a22-8a5235ac2909,Gabriel Bell,70,70,Other,East,Fashion,a17c9901-81b8-4346-b82c-0dc377722631,2021-07-18, ₹ 195.70 ,101-200,
ce054831-8d25-4b2f-9a22-8a5235ac2909,Gabriel Bell,70,70,Other,East,Electronics,282d3798-46a5-46ea-b7c3-d797a0000f9b,2020-07-22, ₹ 230.82 ,201-300,
ce054831-8d25-4b2f-9a22-8a5235ac2909,Gabriel Bell,70,70,Other,East,Books,522b59cf-cfe8-40db-a42a-75ad7fa9af44,2023-11-28, ₹ 126.51 ,101-200,
52bd448f-43b2-44f7-8791-6d6cb905a1a0,Renee Davis,30,26-35,Female,North,Books,d887388d-5b54-4872-ae4f-20f0b3faf2a1,2023-11-11, ₹ 277.87 ,201-300,
6f6f60cf-31a9-4249-8169-99daf78709f0,April Torres,68,66-69,Female,East,Fashion,15de977e-83cb-449b-b981-3409a2fd295b,2023-05-13, ₹ 497.30 ,401-500,
6f6f60cf-31a9-4249-8169-99daf78709f0,April Torres,68,66-69,Female,East,Books,26012dd2-4f8c-4dc2-b00e-356125d18c37,2020-09-19, ₹ 52.55 ,0-100,
6f6f60cf-31a9-4249-8169-99daf78709f0,April Torres,68,66-69,Female,East,Toys,ab17ca1c-91bc-47d1-aeba-974edf59f14a,2020-03-11, ₹ 157.66 ,101-200,
6f6f60cf-31a9-4249-8169-99daf78709f0,April Torres,68,66-69,Female,East,Toys,bc735c43-7a98-4943-9968-1b9c5c22ac87,2020-02-29, ₹ 431.47 ,401-500,
6f6f60cf-31a9-4249-8169-99daf78709f0,April Torres,68,66-69,Female,East,Toys,e44df897-8e29-4998-af08-e7069b937598,2023-07-25, ₹ 257.69 ,201-300,
6f6f60cf-31a9-4249-8169-99daf78709f0,April Torres,68,66-69,Female,East,Home & Kitchen,b9abb7a9-0d2c-48de-8c1c-f83cce2e279d,2024-01-17, ₹ 302.29 ,301-400,
6f6f60cf-31a9-4249-8169-99daf78709f0,April Torres,68,66-69,Female,East,Home & Kitchen,d736fec9-5e66-46d9-b1de-fd45f8f2115b,2020-01-27, ₹ 361.59 ,301-400,
6f6f60cf-31a9-4249-8169-99daf78709f0,April Torres,68,66-69,Female,East,Electronics,d400c437-737b-41b9-b83f-d9bf532826b0,2022-07-13, ₹ 331.91 ,301-400,
6f6f60cf-31a9-4249-8169-99daf78709f0,April Torres,68,66-69,Female,East,Books,1ee48422-1199-42b1-94da-6185b75f7e80,2022-02-06, ₹ 411.09 ,401-500,
6f6f60cf-31a9-4249-8169-99daf78709f0,April Torres,68,66-69,Female,East,Fashion,0e7f671b-5b84-4d48-b984-149e63e87ed0,2020-07-09, ₹ 261.28 ,201-300,
d74787f0-18a7-46b3-8fb4-c858295d679b,Jamie Neal,43,36-45,Male,South,Fashion,204f4e34-9e48-4ed4-90c1-9acbe865b45e,2024-08-31, ₹ 385.57 ,301-400,
42a12286-7d6c-48bc-9d30-14896fcb0acd,Amber Lee,47,46-55,Other,West,Fashion,b689485d-5f07-46ea-a664-8349fa576cf5,2020-01-25, ₹ 476.89 ,401-500,
42a12286-7d6c-48bc-9d30-14896fcb0acd,Amber Lee,47,46-55,Other,West,Home & Kitchen,5df5603d-02c5-41bd-a12b-d081f4f47444,2023-01-25, ₹ 127.79 ,101-200,
42a12286-7d6c-48bc-9d30-14896fcb0acd,Amber Lee,47,46-55,Other,West,Home & Kitchen,71b3a4de-15f0-4cac-9a6c-85e858968a47,2024-08-02, ₹ 199.04 ,101-200,
42a12286-7d6c-48bc-9d30-14896fcb0acd,Amber Lee,47,46-55,Other,West,Electronics,c7223fd5-6fbb-4149-9257-d3398b3d8ce0,2020-01-08, ₹ 197.02 ,101-200,
42a12286-7d6c-48bc-9d30-14896fcb0acd,Amber Lee,47,46-55,Other,West,Electronics,c4450a21-f499-4f2f-b8a4-1af9b016748c,2020-05-05, ₹ 464.47 ,401-500,
f4d9cabf-689e-43a4-82b9-ed7c7503b209,Craig Drake,18,18-25,Other,South,Home & Kitchen,c6405016-96d4-4b78-a038-b8d1e88b8bb2,2022-05-29, ₹ 109.52 ,101-200,
f4d9cabf-689e-43a4-82b9-ed7c7503b209,Craig Drake,18,18-25,Other,South,Toys,63e175b0-eee9-4907-9ea3-630cb59d376b,2020-11-19, ₹ 163.99 ,101-200,
f4d9cabf-689e-43a4-82b9-ed7c7503b209,Craig Drake,18,18-25,Other,South,Home & Kitchen,8b6629a8-bd98-4dc6-b5a1-e0842afee879,2024-10-28, ₹ 489.52 ,401-500,
f4d9cabf-689e-43a4-82b9-ed7c7503b209,Craig Drake,18,18-25,Other,South,Fashion,f540368a-1a61-4b16-a7a3-af488b66382e,2021-05-21, ₹ 175.55 ,101-200,
f4d9cabf-689e-43a4-82b9-ed7c7503b209,Craig Drake,18,18-25,Other,South,Toys,d7e9a505-a9d6-4235-8ac7-3c23fd5e9f59,2023-08-18, ₹ 64.72 ,0-100,
f4d9cabf-689e-43a4-82b9-ed7c7503b209,Craig Drake,18,18-25,Other,South,Electronics,fd3fe082-2a08-4b8d-ba68-9adc7e026cf8,2023-01-20, ₹ 106.98 ,101-200,
f4d9cabf-689e-43a4-82b9-ed7c7503b209,Craig Drake,18,18-25,Other,South,Books,8a7c8f36-e0e0-4ec0-9cc7-440697722b0c,2021-01-27, ₹ 284.15 ,201-300,
003a4b48-bf49-4411-8d2f-ac4eda1b0fd5,Jeremy Douglas,43,36-45,Female,West,Home & Kitchen,421872c7-305c-46d9-bedc-2bf07525419f,2020-09-22, ₹ 12.95 ,0-100,
003a4b48-bf49-4411-8d2f-ac4eda1b0fd5,Jeremy Douglas,43,36-45,Female,West,Toys,4ce3949c-03ca-4540-b0a1-b7e038b40699,2021-06-12, ₹ 80.72 ,0-100,
003a4b48-bf49-4411-8d2f-ac4eda1b0fd5,Jeremy Douglas,43,36-45,Female,West,Toys,e6b7d505-c981-42c3-a9ba-5b4560b1ad8a,2023-06-08, ₹ 241.07 ,201-300,
003a4b48-bf49-4411-8d2f-ac4eda1b0fd5,Jeremy Douglas,43,36-45,Female,West,Home & Kitchen,5d5e2dae-1ff2-4b81-a181-10a3b6ca36ae,2020-12-28, ₹ 222.28 ,201-300,
003a4b48-bf49-4411-8d2f-ac4eda1b0fd5,Jeremy Douglas,43,36-45,Female,West,Electronics,85d3ca11-5a88-4b56-9f78-319e26b2b8e0,2023-12-14, ₹ 254.93 ,201-300,
003a4b48-bf49-4411-8d2f-ac4eda1b0fd5,Jeremy Douglas,43,36-45,Female,West,Electronics,71d2e6b7-24b1-4a45-9e5b-16badc1648f2,2022-01-21, ₹ 249.04 ,201-300,
003a4b48-bf49-4411-8d2f-ac4eda1b0fd5,Jeremy Douglas,43,36-45,Female,West,Home & Kitchen,6c054dd4-b995-4147-b8d2-309d1004b566,2023-02-07, ₹ 328.95 ,301-400,
530e0d6b-c315-454c-bec3-6483e3e4ca35,Miranda Harmon,44,36-45,Other,East,Toys,b3a7cc90-2c66-4f44-ba97-bd583506615a,2020-05-01, ₹ 362.00 ,301-400,
530e0d6b-c315-454c-bec3-6483e3e4ca35,Miranda Harmon,44,36-45,Other,East,Electronics,6a4d4207-52a2-481f-8cf3-036bfad5f2b3,2020-04-04, ₹ 133.15 ,101-200,
fa5a733a-874f-4474-a973-afbfa93e9211,Melissa King,60,56-65,Female,West,Home & Kitchen,5b094e70-7c65-4fca-bc6f-50403345d031,2022-04-23, ₹ 142.04 ,101-200,
fa5a733a-874f-4474-a973-afbfa93e9211,Melissa King,60,56-65,Female,West,Home & Kitchen,7cafadf6-a2bc-4e98-a92d-f01c244206ec,2020-11-17, ₹ 45.24 ,0-100,
fa5a733a-874f-4474-a973-afbfa93e9211,Melissa King,60,56-65,Female,West,Electronics,9a6009ee-463f-45b1-ab9c-db3e556a16a6,2024-08-19, ₹ 38.96 ,0-100,
fa5a733a-874f-4474-a973-afbfa93e9211,Melissa King,60,56-65,Female,West,Home & Kitchen,f3fdd6a6-231d-4ae3-ab0b-1afc0652d9f7,2021-11-02, ₹ 302.00 ,301-400,
fa5a733a-874f-4474-a973-afbfa93e9211,Melissa King,60,56-65,Female,West,Toys,3619a750-279a-4260-9f17-4c29bb98c6a9,2023-06-02, ₹ 445.20 ,401-500,
fa5a733a-874f-4474-a973-afbfa93e9211,Melissa King,60,56-65,Female,West,Toys,57905e2e-f515-42c8-97af-4e7bdcc724a3,2024-09-14, ₹ 318.25 ,301-400,
0c81af6e-af40-4b2d-8c4b-aa3e004073ff,Tyler Thompson,59,56-65,Male,East,Home & Kitchen,992b8dc3-10e5-4e35-940f-270fbd1b953a,2022-12-12, ₹ 351.64 ,301-400,
0c81af6e-af40-4b2d-8c4b-aa3e004073ff,Tyler Thompson,59,56-65,Male,East,Books,3050dee6-0b40-4ddb-bb01-86abdd0d186a,2021-08-29, ₹ 54.44 ,0-100,
0c81af6e-af40-4b2d-8c4b-aa3e004073ff,Tyler Thompson,59,56-65,Male,East,Fashion,1d5a05e1-111d-44e7-880f-9e0e651987d9,2024-10-16, ₹ 57.80 ,0-100,
ac6a64e9-8bf0-4c6d-be0f-c57f0dd2f173,Vanessa Barton,44,36-45,Male,West,Electronics,20c2b9bc-ba47-4407-bca5-2c793d48d3be,2023-03-09, ₹ 270.63 ,201-300,
c2df357c-c166-460f-ae58-792f593c3714,Sheila Wood,29,26-35,Female,East,Fashion,2cfc5f78-e277-444d-8232-f6b2b2f91dfe,2024-03-28, ₹ 480.11 ,401-500,
c2df357c-c166-460f-ae58-792f593c3714,Sheila Wood,29,26-35,Female,East,Books,0ef1be8e-720a-4ccd-9ec0-383d7e76a5b2,2022-01-13, ₹ 138.71 ,101-200,
c2df357c-c166-460f-ae58-792f593c3714,Sheila Wood,29,26-35,Female,East,Books,8e9b5e4f-c978-4f79-908c-65c3a98864bd,2021-10-09, ₹ 59.21 ,0-100,
c2df357c-c166-460f-ae58-792f593c3714,Sheila Wood,29,26-35,Female,East,Electronics,816ee952-8507-4eb5-8c3a-783fb52b99a3,2024-07-11, ₹ 62.91 ,0-100,
c2df357c-c166-460f-ae58-792f593c3714,Sheila Wood,29,26-35,Female,East,Toys,67f5e41d-d6e1-41c2-98e4-145270412a60,2023-11-22, ₹ 364.16 ,301-400,
c2df357c-c166-460f-ae58-792f593c3714,Sheila Wood,29,26-35,Female,East,Books,f2d74906-da45-4511-b918-9916fb4cc614,2024-09-10, ₹ 105.70 ,101-200,
c2df357c-c166-460f-ae58-792f593c3714,Sheila Wood,29,26-35,Female,East,Home & Kitchen,33b1f8b1-32cc-47f9-befd-e547c4f848d7,2022-02-01, ₹ 226.97 ,201-300,
c2df357c-c166-460f-ae58-792f593c3714,Sheila Wood,29,26-35,Female,East,Home & Kitchen,34fa55dd-4e71-4173-9f4a-e57ec7c02536,2022-01-09, ₹ 310.29 ,301-400,
c2df357c-c166-460f-ae58-792f593c3714,Sheila Wood,29,26-35,Female,East,Books,f7d1ffa2-3fd4-4aea-8d13-cd8e0437d61f,2023-08-03, ₹ 439.40 ,401-500,
c2df357c-c166-460f-ae58-792f593c3714,Sheila Wood,29,26-35,Female,East,Books,2151b05a-bea1-4b5d-9e70-b2f4996c715a,2023-02-13, ₹ 378.86 ,301-400,
4c2fbe4d-27c8-4e85-b679-ebf9e44448e1,Michelle Salazar,61,56-65,Female,South,Electronics,749fb066-730b-4f16-b025-6a9bb98d68fc,2023-06-08, ₹ 170.50 ,101-200,
4c2fbe4d-27c8-4e85-b679-ebf9e44448e1,Michelle Salazar,61,56-65,Female,South,Books,bb438e9f-a3bc-47c7-8c5b-f71c42d22800,2023-11-01, ₹ 337.78 ,301-400,
4c2fbe4d-27c8-4e85-b679-ebf9e44448e1,Michelle Salazar,61,56-65,Female,South,Fashion,1749ca73-d759-4606-a736-1247ac8a125e,2024-11-04, ₹ 379.45 ,301-400,
4c2fbe4d-27c8-4e85-b679-ebf9e44448e1,Michelle Salazar,61,56-65,Female,South,Fashion,130a5dd8-870e-45a9-8970-dede014c3fc1,2021-04-11, ₹ 53.95 ,0-100,
4c2fbe4d-27c8-4e85-b679-ebf9e44448e1,Michelle Salazar,61,56-65,Female,South,Home & Kitchen,c6cd41c8-170d-4ee8-b13e-036abb9a03f7,2021-06-04, ₹ 157.88 ,101-200,
4c2fbe4d-27c8-4e85-b679-ebf9e44448e1,Michelle Salazar,61,56-65,Female,South,Fashion,e63d3590-29d8-434b-8723-fbc13e8688a3,2024-02-01, ₹ 333.09 ,301-400,
4c2fbe4d-27c8-4e85-b679-ebf9e44448e1,Michelle Salazar,61,56-65,Female,South,Books,3e175639-4d13-428c-992c-7bc6e58eed7b,2022-11-03, ₹ 124.30 ,101-200,
329b3a7a-7830-43dc-9f44-b2525b630252,John Webb,45,36-45,Other,South,Home & Kitchen,9b147890-cc2f-4ca4-91f3-bb2e23d7504f,2024-01-09, ₹ 156.57 ,101-200,
329b3a7a-7830-43dc-9f44-b2525b630252,John Webb,45,36-45,Other,South,Toys,e3a3b5b2-b0d3-44da-b5f6-6e4efd6e949d,2024-05-31, ₹ 23.07 ,0-100,
329b3a7a-7830-43dc-9f44-b2525b630252,John Webb,45,36-45,Other,South,Electronics,957b5ac3-75d2-4a18-8775-1fe73ba1feb0,2024-08-06, ₹ 375.91 ,301-400,
329b3a7a-7830-43dc-9f44-b2525b630252,John Webb,45,36-45,Other,South,Books,a9a7cf75-9b48-4e94-b509-e9ad97af30fb,2023-03-14, ₹ 227.17 ,201-300,
329b3a7a-7830-43dc-9f44-b2525b630252,John Webb,45,36-45,Other,South,Fashion,6715537b-35e9-47ef-91ba-7a6bf028e7e9,2023-07-06, ₹ 135.64 ,101-200,
329b3a7a-7830-43dc-9f44-b2525b630252,John Webb,45,36-45,Other,South,Fashion,2f212859-d8ee-4666-aa83-5a12b3b7adee,2023-01-08, ₹ 316.00 ,301-400,
329b3a7a-7830-43dc-9f44-b2525b630252,John Webb,45,36-45,Other,South,Fashion,fa7949b4-f179-4032-b9ca-2f8331d7b0eb,2024-07-18, ₹ 271.21 ,201-300,
329b3a7a-7830-43dc-9f44-b2525b630252,John Webb,45,36-45,Other,South,Home & Kitchen,08df9cc4-4e57-453d-99cc-a4d233438441,2021-08-28, ₹ 489.75 ,401-500,
329b3a7a-7830-43dc-9f44-b2525b630252,John Webb,45,36-45,Other,South,Electronics,795c842d-442f-4e8f-b607-14de891f9f68,2022-01-06, ₹ 315.92 ,301-400,
4f4a29b3-53c6-4591-bda7-044ca0547f5d,Tina Hays,18,18-25,Other,South,Electronics,a1d141f6-72fd-4f8e-b472-29865ac291ff,2020-04-05, ₹ 56.48 ,0-100,
4f4a29b3-53c6-4591-bda7-044ca0547f5d,Tina Hays,18,18-25,Other,South,Books,1adeffa5-ada8-491e-9a5c-256ef6cfbcd0,2020-04-13, ₹ 163.77 ,101-200,
4f4a29b3-53c6-4591-bda7-044ca0547f5d,Tina Hays,18,18-25,Other,South,Electronics,6839e8e7-496e-47dd-ac72-fa245d421596,2022-08-25, ₹ 399.77 ,301-400,
ff12791a-2881-4750-a83d-65480fbd680d,Mr. Joseph Hale,45,36-45,Male,South,Books,2fb3d8c6-6ca6-4b47-8ae1-766474d11e02,2023-10-02, ₹ 392.58 ,301-400,
ff12791a-2881-4750-a83d-65480fbd680d,Mr. Joseph Hale,45,36-45,Male,South,Electronics,72a170fd-2a92-4e8b-890e-281dd20cacfb,2021-10-14, ₹ 294.82 ,201-300,
ff12791a-2881-4750-a83d-65480fbd680d,Mr. Joseph Hale,45,36-45,Male,South,Fashion,00f827c8-4186-452d-a353-fab6c57459e4,2022-06-14, ₹ 296.83 ,201-300,
ff12791a-2881-4750-a83d-65480fbd680d,Mr. Joseph Hale,45,36-45,Male,South,Books,5a9529c5-bfdc-419e-898a-eaf901f531e7,2024-10-02, ₹ 413.20 ,401-500,
ff12791a-2881-4750-a83d-65480fbd680d,Mr. Joseph Hale,45,36-45,Male,South,Home & Kitchen,59b6ec89-8f1f-4113-83e4-6475b3e87fa5,2023-07-29, ₹ 85.35 ,0-100,
9c0447e5-cd03-40e4-b9e5-5a09b8e02c92,Amy Chavez,42,36-45,Female,East,Fashion,6c05f517-b18b-4ebb-9c90-47335a749b22,2022-04-01, ₹ 463.94 ,401-500,
9c0447e5-cd03-40e4-b9e5-5a09b8e02c92,Amy Chavez,42,36-45,Female,East,Electronics,efabcc6d-db94-459d-a568-fd007d8d5c14,2022-07-21, ₹ 64.09 ,0-100,
9c0447e5-cd03-40e4-b9e5-5a09b8e02c92,Amy Chavez,42,36-45,Female,East,Electronics,d66e9b90-54a2-4c7c-bba6-b180045f7609,2024-04-29, ₹ 419.06 ,401-500,
9c0447e5-cd03-40e4-b9e5-5a09b8e02c92,Amy Chavez,42,36-45,Female,East,Books,3d86bbb7-245c-4386-9653-6f8d6ad39b07,2021-12-31, ₹ 247.55 ,201-300,
9c0447e5-cd03-40e4-b9e5-5a09b8e02c92,Amy Chavez,42,36-45,Female,East,Toys,7778b742-1227-4235-bf99-e36ae7752624,2024-02-15, ₹ 393.37 ,301-400,
9c0447e5-cd03-40e4-b9e5-5a09b8e02c92,Amy Chavez,42,36-45,Female,East,Home & Kitchen,229cf1f0-d1f4-4286-a6bb-e3c092592e2f,2021-08-26, ₹ 364.91 ,301-400,
55750524-512b-4c03-8bd9-4a92b1424252,Luis Murray,47,46-55,Female,East,Fashion,a157cbbe-5d84-4171-81a1-6b897ae5052e,2023-10-18, ₹ 370.15 ,301-400,
55750524-512b-4c03-8bd9-4a92b1424252,Luis Murray,47,46-55,Female,East,Fashion,a4ae96f7-788c-44ed-bc4c-8475ed5c11c7,2024-04-01, ₹ 272.21 ,201-300,
55750524-512b-4c03-8bd9-4a92b1424252,Luis Murray,47,46-55,Female,East,Home & Kitchen,d34e12ff-3709-4541-91db-0658587fec8c,2023-05-27, ₹ 358.92 ,301-400,
55750524-512b-4c03-8bd9-4a92b1424252,Luis Murray,47,46-55,Female,East,Electronics,515441c1-e783-4802-ab71-71d08f5d8a95,2020-04-06, ₹ 373.54 ,301-400,
